;Host Since;Host Response Rate;Host Verifications;Neighbourhood Group Cleansed;Longitude;Room Type;Accommodates;Bathrooms;Bedrooms;Amenities;Price;Security Deposit;Cleaning Fee;Guests Included;Extra People;Availability 30;Number of Reviews;Review Scores Rating;Review Scores Accuracy;Review Scores Cleanliness;Review Scores Checkin;Review Scores Communication;Review Scores Location;Review Scores Value;Cancellation Policy;Calculated host listings count;Reviews per Month;Features
12695;2014-06-30;100.0;email,phone,reviews,jumio;Centro;-3.704279519064957;Entire home/apt;4;1.0;1.0;TV,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;35.0;;15.0;2;10;9;145;88.0;9.0;9.0;10.0;9.0;9.0;9.0;moderate;5.0;5.67;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License,Instant Bookable
1524;2014-02-15;100.0;email,phone,reviews,jumio;Centro;-3.710430574006017;Entire home/apt;6;1.0;2.0;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Doorman Entry;85.0;295.0;50.0;2;20;0;14;88.0;9.0;10.0;9.0;9.0;10.0;8.0;strict;4.0;0.65;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
7626;2016-06-07;100.0;email,phone,google,reviews,work_email;Centro;-3.7024531662665363;Private room;1;1.0;1.0;TV,Wireless Internet,Kitchen,Smoking allowed,Washer,Essentials,Shampoo,Hangers,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;22.0;;5.0;1;10;16;16;99.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;1.0;2.29;Host Is Superhost,Host Has Profile Pic,Requires License
3276;2015-11-24;96.0;email,phone,google,reviews,jumio,government_id;Chamberí;-3.711296765882045;Entire home/apt;2;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace,Self Check-In,Smartlock;65.0;;20.0;1;0;1;12;95.0;10.0;10.0;10.0;10.0;9.0;9.0;flexible;12.0;1.44;Host Has Profile Pic,Host Identity Verified,Requires License
7046;2013-10-16;100.0;email,phone,reviews,jumio;Carabanchel;-3.7427161935522344;Entire home/apt;6;2.0;3.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Pets allowed,Doorman,Breakfast,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;150.0;200.0;50.0;4;0;8;59;92.0;9.0;9.0;10.0;10.0;8.0;9.0;strict;4.0;1.95;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
12702;2015-04-10;;email,phone,facebook,reviews,jumio;Centro;-3.6977747929182097;Private room;2;2.0;1.0;Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Family/kid friendly,Washer;35.0;;20.0;1;7;0;1;100.0;10.0;10.0;10.0;10.0;8.0;10.0;moderate;1.0;0.11;Host Has Profile Pic,Host Identity Verified,Requires License
3829;2015-09-11;100.0;email,phone,reviews,jumio;Centro;-3.706940509208681;Entire home/apt;2;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;100.0;150.0;30.0;1;0;15;21;98.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.0;1.49;Host Is Superhost,Host Has Profile Pic,Host Identity Verified,Requires License
11832;2015-05-25;99.0;email,phone,reviews,jumio;Centro;-3.702869016946746;Entire home/apt;4;1.0;1.0;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Shampoo,Hangers,Hair dryer,Iron;199.0;100.0;39.0;2;25;1;3;100.0;10.0;9.0;10.0;9.0;10.0;8.0;strict;8.0;0.19;Host Is Superhost,Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
11633;2016-10-03;100.0;email,phone,reviews;Carabanchel;-3.722688102034249;Entire home/apt;3;1.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,First aid kit,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace;50.0;100.0;15.0;2;5;9;15;100.0;10.0;10.0;10.0;10.0;9.0;10.0;flexible;1.0;2.46;Host Has Profile Pic,Requires License
14587;2015-11-17;100.0;email,phone,reviews;Chamartín;-3.6751355791296394;Entire home/apt;4;1.0;0.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;80.0;;15.0;1;0;0;33;98.0;10.0;10.0;10.0;10.0;9.0;10.0;moderate;1.0;2.0;Host Is Superhost,Host Has Profile Pic,Requires License
3534;2016-10-25;100.0;email,phone,google,reviews,jumio,government_id;Centro;-3.7057936699900877;Entire home/apt;2;1.0;1.0;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;70.0;;;1;0;4;6;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;1.0;1.29;Host Has Profile Pic,Host Identity Verified,Requires License
6570;2014-07-22;67.0;email,phone,reviews,jumio,government_id;Arganzuela;-3.707907920257976;Private room;1;1.0;1.0;TV,Wireless Internet,Kitchen,Elevator in building,Heating,Washer,Essentials,Shampoo,24-hour check-in,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;24.0;;;1;0;12;31;91.0;10.0;9.0;10.0;10.0;9.0;9.0;flexible;1.0;4.58;Host Has Profile Pic,Host Identity Verified,Requires License
6984;2015-05-18;100.0;email,phone,facebook,reviews;Chamartín;-3.671193812260936;Private room;2;0.5;1.0;TV,Internet,Wireless Internet,Kitchen,Pets allowed,Pets live on this property,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo;29.0;;;1;10;0;40;98.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;2.0;1.77;Host Is Superhost,Host Has Profile Pic,Is Location Exact,Requires License
1826;2016-12-21;100.0;email,phone,facebook,reviews,jumio,offline_government_id,government_id;Barajas;-3.587905975700983;Private room;2;1.0;1.0;Cable TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Breakfast,Pets live on this property,Other pet(s),Heating,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;36.0;;;1;0;12;26;100.0;10.0;10.0;10.0;10.0;9.0;10.0;moderate;1.0;7.8;Host Has Profile Pic,Host Identity Verified,Requires License
10830;2012-11-12;97.0;email,phone,facebook,reviews,jumio;Centro;-3.7055880645787225;Entire home/apt;2;1.0;1.0;TV,Cable TV,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Breakfast,Buzzer/wireless intercom,Heating,Washer,First aid kit,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;55.0;;10.0;1;0;5;15;89.0;10.0;9.0;10.0;10.0;10.0;9.0;strict;3.0;1.29;Host Has Profile Pic,Host Identity Verified,Requires License
4875;2016-12-26;100.0;email,phone,facebook,reviews;Carabanchel;-3.731975355484495;Entire home/apt;4;1.0;2.0;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Breakfast,Family/kid friendly,Washer,Essentials,Shampoo;80.0;;;1;10;5;1;100.0;8.0;8.0;10.0;10.0;6.0;8.0;flexible;1.0;1.0;Host Has Profile Pic,Is Location Exact,Requires License
8966;2015-03-27;100.0;email,phone,reviews,jumio,offline_government_id,government_id;Centro;-3.705080116716312;Entire home/apt;2;1.0;1.0;Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Dryer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace;88.0;;20.0;2;8;4;11;98.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;2.0;1.9;Host Is Superhost,Host Has Profile Pic,Host Identity Verified,Requires License
5117;2017-04-07;;email,phone;Arganzuela;-3.6965234886254232;Entire home/apt;4;1.0;2.0;TV,Wireless Internet,Kitchen,Free parking on premises,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_50;50.0;100.0;30.0;2;5;17;0;;;;;;;;moderate;1.0;;Host Has Profile Pic,Requires License,Instant Bookable
6005;2016-07-06;100.0;email,phone,reviews,jumio,government_id;Centro;-3.6994206380714703;Private room;1;1.0;1.0;TV,Wireless Internet,Air conditioning,Pets allowed,Elevator in building,Heating,Family/kid friendly,Smoke detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers;42.0;;;1;0;16;0;;;;;;;;flexible;2.0;;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
6282;2013-04-23;;email,phone,reviews,jumio,government_id;Ciudad Lineal;-3.653472009207908;Entire home/apt;4;1.0;2.0;Cable TV,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;80.0;500.0;;1;0;0;14;96.0;10.0;10.0;10.0;10.0;9.0;10.0;moderate;2.0;0.35;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
1991;2016-02-04;100.0;email,phone,reviews;Usera;-3.7017482009457763;Private room;1;1.0;1.0;TV,Internet,Wireless Internet,Kitchen,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;12.0;;12.0;1;10;0;7;94.0;10.0;10.0;9.0;10.0;9.0;9.0;strict;2.0;0.52;Host Has Profile Pic,Requires License
3399;2016-08-12;96.0;email,phone,reviews;Centro;-3.6945414942697363;Entire home/apt;2;1.0;0.0;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron;89.0;;;1;0;15;0;;;;;;;;flexible;29.0;;Host Has Profile Pic,Is Location Exact,Requires License,Instant Bookable
13178;2016-01-12;99.0;email,phone,reviews,jumio;Centro;-3.710120075373773;Entire home/apt;2;1.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Essentials,Shampoo;49.0;100.0;25.0;1;0;4;0;;;;;;;;strict;67.0;;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License,Instant Bookable
1977;2014-06-01;;email,phone,reviews,jumio,government_id;Chamberí;-3.70207196209765;Private room;2;1.0;1.0;Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Smoke detector,First aid kit,Essentials,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;25.0;;15.0;1;0;0;5;95.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.0;0.54;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License,Instant Bookable
11667;2016-08-09;100.0;email,phone,reviews;Hortaleza;-3.657397259605074;Private room;2;1.0;1.0;Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Pool,Gym,Elevator in building,Heating,Family/kid friendly,Essentials,Hangers;60.0;;;1;0;21;2;100.0;10.0;10.0;10.0;10.0;9.0;9.0;strict;3.0;0.38;Host Has Profile Pic,Requires License
6271;2016-10-03;100.0;email,phone,facebook,reviews;Puente de Vallecas;-3.640152631508588;Private room;2;1.0;1.0;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Family/kid friendly,Washer,Essentials,Shampoo;21.0;;5.0;2;10;24;4;100.0;8.0;9.0;10.0;10.0;7.0;10.0;strict;2.0;2.86;Host Has Profile Pic,Requires License
14755;2016-06-12;83.0;email,phone,google,reviews,jumio,government_id;Puente de Vallecas;-3.669958079922692;Private room;7;1.0;2.0;TV,Wireless Internet,Kitchen,Family/kid friendly,Washer,Essentials,Lock on bedroom door,Hangers;25.0;300.0;;2;10;4;1;80.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;4.0;0.54;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
1584;2015-04-24;100.0;email,phone,reviews,jumio;Chamartín;-3.681292627830949;Private room;1;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;41.0;;;1;0;9;4;100.0;10.0;10.0;10.0;10.0;9.0;9.0;moderate;1.0;0.71;Host Is Superhost,Host Has Profile Pic,Host Identity Verified,Requires License
14114;2014-05-08;100.0;email,phone,reviews,work_email;Centro;-3.705616883018373;Private room;2;3.0;1.0;Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Lock on bedroom door,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;25.0;;14.0;1;5;0;0;;;;;;;;strict;97.0;;Host Has Profile Pic,Is Location Exact,Requires License
10347;2013-03-20;100.0;email,phone,reviews,manual_offline;Centro;-3.7050282458623953;Entire home/apt;12;2.0;6.0;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron;150.0;;40.0;8;0;3;64;84.0;9.0;9.0;10.0;10.0;10.0;9.0;strict;46.0;2.89;Host Has Profile Pic,Host Identity Verified,Requires License,Instant Bookable
13424;2014-11-12;95.0;email,phone,reviews,jumio,government_id;Latina;-3.75637853842924;Private room;2;1.0;1.0;TV,Wireless Internet,Kitchen,Elevator in building,Heating,Family/kid friendly,Essentials,Hangers,Laptop friendly workspace;20.0;;10.0;1;7;26;0;;;;;;;;strict;8.0;;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License,Instant Bookable
826;2015-12-28;100.0;email,phone,reviews,jumio,government_id;Centro;-3.700299379957271;Entire home/apt;4;1.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hair dryer,Iron,Laptop friendly workspace;50.0;100.0;40.0;3;15;11;52;93.0;9.0;9.0;9.0;9.0;10.0;9.0;strict;1.0;3.51;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
11617;2015-10-02;100.0;email,phone,reviews,jumio;Latina;-3.753194500510425;Private room;1;1.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Breakfast,Heating,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;22.0;;;1;0;7;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;1.0;0.16;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
5242;2014-11-16;100.0;email,phone,facebook,jumio,government_id;Fuencarral - El Pardo;-3.705103606612663;Entire home/apt;6;2.0;3.0;TV,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace;110.0;200.0;;1;0;0;0;;;;;;;;moderate;1.0;;Host Has Profile Pic,Host Identity Verified,Requires License
3212;2015-07-10;75.0;email,phone,reviews,jumio;Retiro;-3.689551878750387;Entire home/apt;4;1.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Smoke detector,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;130.0;;;1;0;24;4;85.0;9.0;9.0;10.0;10.0;10.0;8.0;flexible;3.0;0.31;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
2551;2016-01-18;100.0;email,phone,reviews;Retiro;-3.6895496613730954;Entire home/apt;4;1.0;0.0;TV,Internet,Wireless Internet,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance;60.0;300.0;40.0;2;20;13;2;100.0;10.0;8.0;10.0;9.0;10.0;10.0;strict;1.0;0.14;Host Has Profile Pic,Requires License
8635;2016-06-13;;email,phone,jumio,government_id;San Blas - Canillejas;-3.6112816525110634;Private room;2;1.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Breakfast,Elevator in building,Heating,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;65.0;200.0;;1;0;29;0;;;;;;;;strict;1.0;;Host Has Profile Pic,Requires License
6721;2016-04-19;100.0;email,phone,facebook,reviews;Tetuán;-3.705682291677389;Private room;1;1.0;1.0;TV,Internet,Wireless Internet,Kitchen,Heating,Washer,Smoke detector,First aid kit,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;16.0;90.0;;1;0;17;13;82.0;8.0;8.0;9.0;8.0;8.0;8.0;flexible;1.0;1.48;Host Has Profile Pic,Requires License
3947;2015-02-01;100.0;email,phone,reviews,jumio;Vicálvaro;-3.5933899009120944;Entire home/apt;4;2.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Elevator in building,Family/kid friendly,Washer,Smoke detector,Fire extinguisher,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace;55.0;;25.0;3;15;7;10;90.0;9.0;9.0;9.0;9.0;8.0;9.0;flexible;1.0;4.76;Host Has Profile Pic,Host Identity Verified,Requires License,Instant Bookable
5768;2013-12-01;90.0;email,phone,reviews;Fuencarral - El Pardo;-3.7130942349000464;Entire home/apt;4;1.0;2.0;TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Breakfast,Buzzer/wireless intercom,Heating,Washer,Dryer,Essentials;40.0;;;2;5;8;109;90.0;9.0;9.0;9.0;10.0;9.0;9.0;moderate;2.0;4.5;Host Has Profile Pic,Is Location Exact,Requires License
3805;2016-07-06;80.0;email,phone,facebook,reviews;Centro;-3.7148157640348143;Private room;2;2.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets live on this property,Cat(s),Buzzer/wireless intercom,Heating,Washer,First aid kit,Fire extinguisher,Essentials,24-hour check-in,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;22.0;;;1;12;21;10;91.0;10.0;9.0;10.0;10.0;10.0;9.0;moderate;1.0;1.39;Host Has Profile Pic,Is Location Exact,Requires License
377;2011-05-19;100.0;email,phone,reviews,jumio;Centro;-3.7076168561833436;Entire home/apt;3;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Heating,Family/kid friendly,Washer,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;41.0;87.0;19.0;1;14;4;356;92.0;9.0;10.0;10.0;10.0;10.0;9.0;strict;5.0;5.07;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License,Instant Bookable
218;2014-11-13;100.0;email,phone,reviews,jumio,government_id;Centro;-3.7025200285921303;Private room;2;1.0;1.0;TV,Cable TV,Internet,Wireless Internet,Doorman,Elevator in building,Heating,Family/kid friendly,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_50;38.0;;15.0;1;10;13;15;96.0;9.0;9.0;10.0;10.0;10.0;9.0;flexible;1.0;1.77;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
12004;2014-01-20;100.0;email,phone,reviews;Centro;-3.7029735479659016;Entire home/apt;3;1.0;1.0;TV,Internet,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Essentials;47.0;150.0;10.0;1;0;5;177;89.0;9.0;9.0;9.0;9.0;9.0;9.0;flexible;1.0;4.9;Host Has Profile Pic,Is Location Exact,Requires License,Instant Bookable
7918;2014-11-13;100.0;email,phone,facebook,reviews,jumio;Centro;-3.7000925514626153;Private room;2;1.0;1.0;TV,Internet,Wireless Internet,Kitchen,Breakfast,Pets live on this property,Cat(s),Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Safety card,Fire extinguisher,Essentials,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_50;33.0;;8.0;1;0;0;14;99.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.0;1.25;Host Has Profile Pic,Host Identity Verified,Requires License
